TicketId,Type,SubType,Status,Date,Preprocessed_EmailBody,Preprocessed_Subject,Masked_CustomerID,Masked_AgreementID
62492,REQUEST,FORECLOSURE,Close,2017-03-24 13:55:00,"dear sirs, greetings! for arranging required documents. we would prefer to visit your branch today to clear this amount. please inform address where we have to visit. is it possible that we clear at your gurgaon branch as am staying here. and",re:re:re:[ticketid:rf99999]fw: re: statementofaccount : loan number loannumber,12010188,0
62498,REQUEST,SOA,Close,2017-03-24 14:05:00,dear sir i amit k more i having a home loan and loan against property loan via agreement no- loannumber and no- loannumber i want outstanding amount so please issue,latest outstanding amount,12002547,0
62538,REQUEST,FORECLOSURE,Close,2017-03-24 15:25:00,"dear sir, i am looking for top up loan on this property for my business expansion. so please let me know the maximum top up amount which i can avail on this property.",re: re:re: re:re:[ticketid:rf99999]lod and foreclosure letter of lan: loannumber,12010420,0
62561,REQUEST,SOA,Close,2017-03-24 16:20:00,"hi geetesh, 
 
 please send account statement of my closed home loan account 
 
 loannumber",account statement loannumber,12003405,0
62577,REQUEST,FORECLOSURE,Close,2017-03-24 16:55:00,"dear sir, 
 
 can you pls. explain about the attachments ,we requested to
reduce rate of interest as well there will no charges applicable for 99% part
payment . 
 
 alok sir pls. look into matter . 
 
 
 &",re: re: re:[ticketid:rf99999]home loan - loannumber -reduction in rate of intrest,12004544,0
62597,REQUEST,FORECLOSURE,Close,2017-03-27 00:00:00,"to sachin sail, hi, i laxman chamariya, my loan a/c no. loannumber . please issue me the list of original documents and foreclosure letter as soon as possible. so, kindly look to this matter and issue me the documents as soon as possible. you sir",,12005031,0
62617,REQUEST,SOA,Close,2017-03-27 00:00:00,hi please give me detail about balance amount and soa.,request for balance amount,12002133,0
62670,QUERY,CHANGEOFROI,Close,2017-03-25 16:05:00,"dear sir, plz go ahead with the new roi 9.99% per annum and applicable it from tommorow also send me your bank details to transfer money rs 9999+service tax",re: re:[ticketid:rf99999]request for reduction in roi,12005262,11229552
62678,REQUEST,FORECLOSURE,Close,2017-03-27 00:00:00,"dear sir, i am mr. shrikant vithhal mandhare having home loan in your bank, my loan a/c no is - loannumber , i request you please give me my loan foreclosure amount & list of document . plz do the needful &",required foreclosure amount & list of document.....,12002257,0
62689,REQUEST,Others,Close,2017-03-26 12:45:00,"dear ehfl associate , i have paid full balance amount on dt: 99 june 9999 towards my loan loannumber . attached is the loan closure acknowledgement for your reference . the balance for this loan should be reflected as 9 in cibil but it seems latest details pertaining to this loan are not updated in cibil. attached cibil record for your reference. i request you to update cibil as soon as possible so that my cibil report is more clear and can show correct score.",request to update closed loan details in cibil,12002540,11223991
62718,REQUEST,Others,Close,2017-03-27 10:25:00,"hi, you so much for your cooperation. i have paid pending emi for one month. i'll pay remaining emi for the second month with extra charges by 99 april positively. the next emi on 9th april will be cleared on the same date (no bouncing). kindly, don't call me as i only have this thing to say. you so much for your kind cooperation. details are as below- 99 mar 9999 imps-999999999999-edelweiss housing finance limited-citi-xxxx9999- loannumber 999999999999 99 mar 9999 99,999.99 99 mar 9999 imps-999999999999-edelweiss housing finance limited-citi-xxxx9999- loannumber 999999999999 99 mar 9999 99,999.99",emi paid,12002375,0
62742,REQUEST,Others,Close,2017-03-27 11:20:00,,,12006744,0
62761,REQUEST,PREPAYTENORCHNG,Close,2017-03-27 11:50:00,"dear sirs, we wish to make a bullet payment of rs 999.99 lakhs in our above loan account. you are requested to inform us the following emi amount post bullet payment your rtgs details for us to pay you by rtgs online we request you to kindly do the needful, immediately.",bullet payment - loannumber,12002993,0
62774,REQUEST,Others,Close,2017-03-27 12:25:00,"pls give me details of our bank account .so that i can do neft of rs 99,999 as early as possible on mon, mar 99, 9999 at 9:99 am, < EmailID > wrote: 
 
 
 dear customer,",re: re:[ticketid:rf99999]payment of switch over of loan,12008170,0
62870,REQUEST,FORECLOSURE,Close,2017-03-27 15:45:00,"dear sir/madam, i have spoken your customer care clique. have decided to foreclose the loan. pfa sanction letter from central bank of india and letter to you addressing let us know balance loan amount. request you to please reply to asap. want to complete the transaction before 99th 9999. &",re: loan account no loannumber,12004805,0
62874,REQUEST,REPAYMENT SCHEDULE,Close,2017-03-27 15:55:00,"dear team , 
 
 please help to share me revised payment schedule as per new hlrr reduction by 9.99 %. 
 
 please help to include this reduction in my interest paid instead of reduction of time durations / emi if possible .",re: repaysch : loan number loannumber,12003855,0
62880,REQUEST,FORECLOSURE,Close,2017-03-27 16:10:00,pls provide me list of documents and foreclosure later sent from yahoo mail for iphone,list of documents and foreclosure latter,12001985,0
62890,REQUEST,FORECLOSURE,Close,2017-03-27 16:35:00,"dear sir, please arrange documents as per below request.",re: statementofaccount : loan number loannumber,12010188,0
62945,REQUEST,UPDATECONTACTDET,Close,2017-03-28 00:00:00,"dear sir/madam, i request for the edelweiss finance pan number associated to my present loan account as its required by the employer for generating the form 99. request to kindly provide the same to my email .",request for ehfl pan number associated to my loan account,12007172,0
62959,REQUEST,FORECLOSURE,Close,2017-03-28 00:00:00,"dear sir, with reference to my home loan ( lahmsth999999999 9, region: ahmedabad), i request you to kindly grant me foreclosure letter in order to proceed with transfer application to other loan provider. please send me the same on priority.",foreclosure letter,12007731,0
63009,REQUEST,SOA,Close,2017-03-28 11:15:00,"re:[ticketid:rf99999]for account statement 
 
 :-:*:-: note: if you reply, all text following this line will be ignored.",fw: re:[ticketid:rf99999]for account statement,12006992,0
63051,REQUEST,FORECLOSURE,Close,2017-03-28 13:50:00,"dear team,

as per earlier mail i have informed that i will be closing my loan with my own fund. .as property sale in village is taking time..i would like to close my loan and transfer to other bank.as other bank is offering 99lacs top up and 99.99% rate of interest. 

please issue fore closure letter at the earliest.",loan closure,12010144,0
63126,REQUEST,Others,Close,2017-03-29 00:00:00,"dear sir, request you to share certificate on interest and capital paid for income tax purpose for fy 9999- 99 at the earliest. and",re: finalitcertforclosed : loan number loannumber,12007707,0
63148,REQUEST,LISTOFDOCS,Close,2017-03-29 00:00:00,"hi, for reply and reducing the roi of my loan. is it mandatory to pay switch fee through cheque or any possibilities of cash. did any document required or signature needed on documents with switch fee. kindly ellaborate the process and revert, for further actions. regards, jyotirling auto parts mob- 9999999999 on wed, apr 99, 9999 at 99:99 pm, < EmailID > wrote: 
 
 
 dear customer,",re: re:[ticketid:rf99999]required: document submitted list and outstanding letter for loan no. loannumber,12010767,0
63207,QUERY,TDSREIMBRELATED,Close,2017-03-29 11:40:00,"dear, 
 we have done rtgs rs 999999 wide utr no loannumber 99999 on
99/99/9999, we request you to kindly check the credit into your account. 
 
 also still
today we have not recd tds amount of rs 99999/- which tds certificate is
already submit, we request you to kindly send us the tds amount immediately.",re: tds refund - loan no. loannumber,12001834,0
63220,REQUEST,FORECLOSURE,Close,2017-03-29 12:05:00,"dear sir, as per meeting with mr. ashotosh kumar, he offer rate to me 99% but i wl get offer of 9.99% rate where it is make big difference to me. and he told me that he will not issue the foreclosure letter before 9st april 99. i think there is no logic and what is the reason not issueing the foreclsoure letter in next 9 days once again here i request to issue the foreclsoure letter in next 9 days, if it is not possible , please raise issue on mail. kindly do the needful.",foreclosure letter,12010222,11242130
63253,REQUEST,FORECLOSURE,Close,2017-03-29 13:00:00,"dear sir/mam, pls find the trail mail of all followups... request you pls do the needful asap , awaiting for your positive reply also kindly stop my 99th july 9999 loan installment emi . . . .. as we will close home loan before 99th july 99 &",fwd: [ticketid:rf99999]documents required - loan a/c loannumber - vimp,12001916,0
63263,REQUEST,FINAL IT CERTIFICATE NONHL,Close,2017-03-29 13:20:00,"dear sirs, waiting for your response.",re:[ticketid:rf99999]fw: re: statementofaccount : loan number loannumber,12010188,0
63342,REQUEST,FORECLOSURE,Close,2017-03-29 16:20:00,"dear sir, my loan account no is 999999 in the name of parash i mistry. kindly issue loan closure letter & lod",loan closure & lod,12006249,0
63357,REQUEST,SOA,Close,2017-03-30 00:00:00,dear sir plz find attachment for account statement. -- &,account statement for dr vijendra singh,12003557,0
63420,QUERY,CHANGEOFROI,Close,2017-03-30 07:00:00,"dear team member , please see tje attachment. (p.c.rohatgi ) .",rate reduction,12010415,0
63461,QUERY,TDSREIMBRELATED,Close,2017-03-30 10:55:00,"dear, 
 we have done rtgs rs 999999 wide utr no loannumber 99999 on 99/99/9999, we request you to kindly
check the credit into your account. 
 
 also still today we have not recd tds amount of rs 99999/- which tds certificate is already submit, we request you to kindly send us the tds
amount immediately.",tds refund - loan no. loannumber,12001834,0
63510,REQUEST,FORECLOSURE,Close,2017-03-30 12:30:00,"sub- please give me outstanding amount i am not inrested in ur offers 
 > 
> < EmailID > 
> 
> dear customer, 
> 
> 
> 
>",fwd: re: latest outstanding amount,12002547,0
63548,REQUEST,FORECLOSURE,Close,2017-03-30 14:29:00,"dear sir, please update what",re: re:re:[ticketid:rf99999] ticket created- 99999 -,12003450,0
63669,REQUEST,REPAYMENT SCHEDULE,Close,2017-03-31 00:00:00,"dear edelweiss team, pl refer the trailing mail, please note that i have not received any reply from your side for my request for reduction of interest rate,hope you shall do the needful at the earliest on thu, mar 99, 9999 at 9:99 pm, < EmailID > wrote: dear customer, ref no : loan number loannumber",re: [ticketid:rf99999] ticket created- 99999 -,12001560,11221205
63687,REQUEST,Others,Close,2017-03-31 00:00:00,"to 
 the manager, 
 edelweiss housing loans 
 new delhi 
 sub:- loan account no : loannumber 
 sir/madam, 
 kindly refer to the above loan account number through which
i have availed a housing mortgage loan on 99 th june 9999. 
 this loan has since being repaid long back but that does not
refer in my cibil report. kindly update that from your side. 
 apart from this please be kind enough to issue me a
duplicate no dues letter from your side agaist this account. 
 kindly oblige. 
 
 
 vinay sheel saxena -- vinaysheelsaxena",loan account no : loannumber,12003248,0
63706,REQUEST,Others,Close,2017-03-31 09:20:00,"ecs debits re-credit- loannumber & loannumber //attn-mr sachin sail goodmorning sachin, awaiting the ecs charges reversals. still not done lets please close thisduring next week",re: ecs debits re-credit- loannumber & loannumber //attn-mr sachin sail,12001403,0
63710,REQUEST,REPAYMENT SCHEDULE,Close,2017-03-31 10:10:00,"dear sir , 
 there is no change in the emi amount after following for last 9 month . 
 as after reducing the interest rate then also there is no change in the emi . 
 as i have told to keep the tenure year same and reduce the emi for both the loan.",fw: repaysch : loan number loannumber & loannumber,12001635,0
63755,REQUEST,FORECLOSURE,Close,2017-03-31 12:00:00,"pls cal us bcz ur cheque & all things is ready pls give us tommorow appointment -- sumeet estate consultant shop no 9, kanakia levels building , near laxmi narayan mandir , khatiyawadi chowk , malad east , mumbai : 99 e mail : EmailID EmailID sumeet gosar 999 loannumber re:re:[ticketid:rf99999]my loan number loannumber 
 
 
 dear customer,",re: re:[ticketid:rf99999]my loan number loannumber,12001314,11220720
63814,REQUEST,FORECLOSURE,Close,2017-03-31 14:10:00,please do it as fast as possible or call me,re: [ticketid:rf99999]closing of home loan,12005280,0
63821,QUERY,CHANGEOFROI,Close,2017-03-31 14:28:00,"hi, i confirm to switch to the reduced roi on my loan. and chaitanya. re:re:[ticketid:rf99999] ticket created- 99999 - dear customer,",re: re:[ticketid:rf99999] ticket created- 99999 -,12001792,0
63830,REQUEST,FORECLOSURE,Close,2017-03-31 14:45:00,"dear sir, kindly send me the lod ( lit of documents) as soon as possible.",re: re:[ticketid:rf99999]forclosure of loan a/c no. loannumber,12004809,0
63874,REQUEST,PROVISIONAL IT CERTIFICATE,Close,2017-04-03 00:00:00,"dear sir/madam, please provide provisional income tax certificate to my loans loannumber & loannumber for the financial year 9999-99 for i.t purpose. &",fwd: provisional it certificate for loannumber,12003096,11226080
63910,QUERY,CHANGEOFROI,Close,2017-04-03 00:00:00,"on mar 99, 9999 9:99 pm, ""parmar bhawarlal"" < EmailID > wrote: dear sir, this requested you to kindly revise the rate of interest against my loan ac no. loannumber . kindly revised the rate by 9% because i am getting offers from other finance companies at this rate. kindly do the needful and oblige me. i am looking forward to maintain our relationship for long term. and",re: request to revise the rate of interest.,12002672,0
63996,REQUEST,FINAL IT CERTIFICATE,Close,2017-04-03 00:00:00,"dear sir, 
 
 loan no.: loannumber 
 
 kindly provide interest certificate at the earliest.",urgent - interest certificate - loannumber,12005116,0
64012,REQUEST,REPAYMENT SCHEDULE,Close,2017-04-03 00:00:00,"dear edelweiss team, please share the final it certificate for loan a/c no for 9999-99 as mentioned in the subject",final it statement 9999-99 loan number loannumber,12001028,0
64031,QUERY,CHANGEOFROI,Close,2017-04-03 10:00:00,"dear sir, 
 as per your mail you said about switch fee.but sir i have already paid you 9 % processing fee when loan is approved. 
so kindly change my rate without switch fee.other fin.institutions offering good rates without any changes. pls do possible at your side.",re:re:re:re:[ticketid:rf99999]to reduce the interest rate,12006451,0
64060,REQUEST,REPAYMENT SCHEDULE,Close,2017-04-03 11:15:00,"dear sir / madam my laon a/c number ending # 9999 , please send me new updated repayment schedule as on today",repayment schedule,12004448,0
64069,REQUEST,FORECLOSURE,Close,2017-04-03 11:31:00,"hi, the home loan interest rates have reduced everywhere, why i'm charged the old interest rate thanks, nimesh savla 9999999999 on sat, 9 mar 9999 at 99:99 am, < EmailID > wrote: 
 
 dear customer you for your relationship with us. we wish to inform you that your monthly instalment of rs. 99999 on the loan loannumber is due on 99-mar-99. please maintain sufficient funds in your account for clearance of the same. for any further clarification or queries please contact our branch or call our customer care number on 999-99999999/9999 between monday to friday from 99 a.m to 9 p.m or email us at EmailID . you could also logon to www.edelweissretailfin.com to place an request online and view your loan details. assuring you of our",re: monthly installment due reminder on your loan - loannumber,12005233,11230835
64088,REQUEST,FORECLOSURE,Close,2017-04-03 12:01:00,kind attn: mr. sachin as discussed please find the attachment. parash mistry mumbai-999999 contact : +999999999999,photo from paras mistry,12006249,0
64092,REQUEST,Others,Close,2017-04-03 12:06:00,"hi team, 
 
 please provide repayment schedule of my home loan. 
 
 
 
 
 and",loan - loannumber,12005282,0
64112,REQUEST,FORECLOSURE,Close,2017-04-03 12:50:00,"dear sir, i am mr. shrikant vithhal mandhare having home loan in your bank, my loan a/c no is - loannumber , i request you please give me my loan foreclosure amount & list of document . plz do the needful &",required foreclosure amount & list of document.....,12002257,0
64154,QUERY,CHANGEOFROI,Close,2017-04-03 14:36:00,"good afternoon sir , pfa here letter scan copy &",re: letter,12009388,0
64173,REQUEST,REPAYMENT SCHEDULE,Close,2017-04-03 15:11:00,"gental reminder good afternoon sir , pfa here letter scan copy &",letter,12009388,0
64193,REQUEST,FORECLOSURE,Close,2017-04-03 15:55:00,"dear sir this is with to our various mails dated 99 march, 99 march, 99 march, 99 march, 99 march 9999 pls send us the foreclosure letters for our loan account number loannumber & loannumber along with the copy of lod for both the accounts. kindly do the needful on an urgent basis. & karan motwani (managing director) homeservice < EmailID > dear sir, this is in reference to our following loan account held with you. request you to kindly arrange to send foreclosure letter for the same at the earliest. loan a/c no. loannumber & loannumber & -- & karan motwani (managing director) hp international . (an iso 9999:9999 certified company) 999 ,unique house , chakala road, andheri (e) mumbai- 999 999. india . t:999- 9999 9999|t: 999-9999 9999|f: 999- 9999 9999 e-mail- EmailID visit us at www.hpint.in 
 
 -- & karan motwani (managing director) hp international . (an iso 9999:9999 certified company) 999 ,unique house , chakala road, andheri (e) mumbai- 999 999. india . t:999- 9999 9999|t: 999-9999 9999|f: 999- 9999 9999 e-mail- EmailID visit us at www.hpint.in 
 
 -- & karan motwani (managing director) hp international . (an iso 9999:9999 certified company) 999 ,unique house , chakala road, andheri (e) mumbai- 999 999. india . t:999- 9999 9999|t: 999-9999 9999|f: 999- 9999 9999 e-mail- EmailID visit us at www.hpint.in 
 
 -- & karan motwani (managing director) hp international . (an iso 9999:9999 certified company) 999 ,unique house , chakala road, andheri (e) mumbai- 999 999. india . t:999- 9999 9999|t: 999-9999 9999|f: 999- 9999 9999 e-mail- EmailID visit us at www.hpint.in",fwd: foreclosure letter for a/c loannumber & 999,12001096,11220189
64207,REQUEST,FORECLOSURE,Close,2017-04-03 16:16:00,"to, cfo, edelweiss housing finance limited, ground floor, tower 9, wing b, kphinoor city mall, kohinoor city, kirol road, kurla (w), mumbai-999999 sub: your sanction letter dated 99 st jan 9999 with reference to your above sanction letter dated, you esteemed organisation has sanctioned us the loan against property (lap) of rs.9,99,99,999/- in relation to closure of my above sanctioned lap, i have sent the various e-mail reminders to cancel our above sanctioned lap with the reason cited in the email. i have also communicated to your executive mr. arun tiwari and mr. gaurav mishra to close the above sanctioned loan. inspite of my repetitive reminder to your above executives for closure of above sanctioned lap and without getting below papers from my previous banker (fedbank),your executives have issued the pay order of rs. 99,99,999/- in favour of febbank on dated 99.99.9999. 9. statement of outstanding dues amount from fedbank 9. noc for transfer of loan from fedbank further, i have not received any communication for issuing of above pay order neither from your end nor from your above executives and your executives have handed over the above pay order to your channel partner without my knowledge and instruction. i have come to know the above facts only when emi for the above sanctioned amount hit in my bank account. to get the pay order which you have handed over to your channel partner, i tried to call several times to your executives but they were not responding to my calls. with this i am handing over the pay order which you have issued and requesting you once again to close my sanctioned amount and refund my emi which you have received.",threatening calls from your staff mr. arun tiwari and mr. gaurav mishra.,12013923,0
64227,QUERY,CHANGEOFROI,Close,2017-04-04 00:00:00,"to, 
 ecl finance ltd 
 
 kind/attn mr ronald dsoza /
mr sachin 
 
 dear, 
 this is with ref to our mail & tele
talk had for reduction of the rate of interest, as every nbfc has reduce the
r.o.i around 99 to 99.99%, you are once again look into the matter and reduce
the rate of interest as per the prevailing market. 
 
 your kindco-operation & immediate
action will be highly appreciated.",loan - loannumber,12001834,0
64251,REQUEST,LISTOFDOCS,Close,2017-04-04 00:00:00,still waiting for my documents sent from yahoo mail for iphone,list of documents and foreclosure letter,12001985,0
64279,REQUEST,FORECLOSURE,Close,2017-04-04 15:45:00,"hi, i can only find declaration attached. there is no foreclosure statement. please send the same. also, please confirm if i can scan and send the declaration.",re: re:re: re:[ticketid:rf99999] ticket created- 99999 -,12004135,0
64291,REQUEST,FORECLOSURE,Close,2017-04-05 10:10:00,"dear sir/madam, i mr hasmukh shah having loan account no:-lmumott9999999 would request you to send us forcloser letter as early as possible as we want to close the above loan. kindly do the needful at your earliest.",forcloser letter. loan account no :- lmumott9999999,12005953,0
64314,REQUEST,FORECLOSURE,Close,2017-04-05 10:10:00,"dear sir / madam, as mentioned in the trailing my monthly instalment of rs. 99999 on the loan loannumber is due on 99-apr-99. actually it is rs. 99999/- and not rs. 99999/-. please correct it.",fwd: monthly installment due reminder on your loan - loannumber,12007122,0
64317,REQUEST,COPYOFORIGDOCS,Close,2017-04-05 10:10:00,"team, there is no response for any mails i have sent. there is an urgent requirement for the house documents. please expedite the request as it's already 9 days i have requested for the same",re:re:[ticketid:rf99999]loan account # loannumber,12001961,11222178
64321,REQUEST,FINAL IT CERTIFICATE NONHL,Close,2017-04-05 10:10:00,EmailID dear edelweissfin i mr uttam jadhav having loan loannumber with your finance from 9 year going to close loan from april 9999 please give your final account statement and closing amount,fwd: loannumber loan pre closing final statement,12002407,0
64329,REQUEST,Others,Close,2017-04-05 10:10:00,certificate of intrest 99-99 certificate of principal sent from my samsung galaxy smartphone.,loan statement for year 99-99,12001565,0
64334,QUERY,CHANGEOFROI,Close,2017-04-05 10:11:00,"dear team, i have taken mod loan from your bank and shared the feedback about loan processing time and commitment of roi when am applying and final was difference, but no one support to me on clear the queries even i spoke with customer care service team also ..... on jan month itself .. so i have request any one support to me for roi reduced and further clarity . my loan # : loannumber",loannumber - roi to be reduced -- please support !!!!!!!!!!,12013319,0
64338,REQUEST,FORECLOSURE,Close,2017-04-05 10:11:00,"to,
ecl finance limited
cst road
kalina,
mumbai 999999 

subject= cancellation of ecs facility of loan a/c no. lmumefi999999999

dear sir/madam,

i have taken loan from your esteem organisation and i have been paying my emi's from my c/c a/c no. 99999999999999 through ecs facility. now we do not avail any c/c facility from the bank and we have closed the c/c account. as such we wanted to discontinue the ecs facility and wanted to do payment of my further emi's through cheques. 

i request you to kindly stop my ecs facility as soon as possible.",re: tds refund - loan no. loannumber,12001547,0
64341,REQUEST,Others,Close,2017-04-05 10:11:00,"hi sachin sail, this you to inform you that i have given the gap interest cheque for rs 9999/- cheque number favoring edlweiss housing finance limted to mr sandesh kadam.(yes bank cheque ) & santosh.shetty on tue, 9/99/99, EmailID wrote: subject: re:re:[ticketid:rf99999]re: ticketid:rf99999]request to change the date of loan loannumber emi. to: EmailID cc: EmailID date: tuesday, march 99, 9999, 99:99 am dear customer, greetings from edelweiss. sir, as discussed with you, please find the below mentioned office address and dispatch your gap interest cheque for rs 9999/- which needs to be paid on or before 99th of april 99so as to give the effect from the april99 emi payable in may99. address : sachin sail edelweiss retail finance ltd., tower 9 wing b kohinoor city, ground floor,kirol road kurla west, mumbai 999999. assuring of our",cheque of gap given loannumber emi.,12013970,0
64347,REQUEST,Others,Close,2017-04-05 10:11:00,"dear/madam, you have send the provisional tax certificate on 99-99-99, in that certificate you have mention interest payable till 99-99-99 & prinicipal payable, but our i.t. department not acceptiong the certificate,they want how much interest & pricipal paid/received till 99-99-99 or they want paid statement from 99-99-99 to 99-99-99 for 9 loans. please send loan paid statement/certificate immediately, otherwise they will deduct the mount in my salary.please do the needful . &",fwd: proit : loan number loannumber,12003096,11226080
64354,REQUEST,FORECLOSURE,Close,2017-04-05 10:11:00,"sir, 
 
 kindly note that due to your interest on higher side we are going to finalised our loan with somewhere else with less interest. 
 
 
 
 pradnya gharat 
 admn . officer 
 account / it co-ordinator 
 do. iii (999999) , borivali 
 ph. no. 999 99999999 
 cin : u99999wb9999goi999999 
 national insurance company limited - visit us at www.nationalinsuranceindia.nic.co.in 
********************************************************************************************
corporate identity number (cin): u99999wb9999goi999999
********************************************************************************************
this email and all contents are subject to the following",monthly installment due reminder on myloan - loannumber,12005707,11231900
64374,REQUEST,FORECLOSURE,Close,2017-04-05 10:11:00,we request you to send us certificate for instalment & interest paid from 9st april 9999 to 99st march 9999 towards following loan a/c 9. loannumber 9. loannumber &,payment certificate,12006461,0
64385,REQUEST,REPAYMENT SCHEDULE,Close,2017-04-05 10:11:00,"hi, in still getting a message of my old emi figure. pls refer to this mail chain. pls update the revised figure in your system and ensure the revised amount gets deducted",fwd: monthly installment due reminder on your loan - loannumber,12001051,11220105
64390,REQUEST,REPAYMENT SCHEDULE,Close,2017-04-05 10:11:00,"dear sir/ madam for reduce intrest rate 9.99%. on my home loan account no 9999 , pls send me new repayment schedule for my information. any questions please contact me. regard sandip shinde 9999999999 on jan 99, 9999 9:99 pm, < EmailID > wrote: 
 
 
 dear sir,",giving thanks,12005071,0
64393,REQUEST,PROVISIONAL IT CERTIFICATE NONHL,Close,2017-04-05 10:11:00,"dear team, this is lorin jovita davis, the applicant of housing loan "" loannumber "" with edelweiss bank. i request you to kindly send the provisional certificate for the financial year april 9999 to march 9999 showing the interest and principal amount. please do the needful.",provisional certificate for the financial year april 9999 to march 9999 for loan account no. loannumber,12008242,0
64405,REQUEST,Others,Close,2017-04-05 10:11:00,please note that the disbursement for the above said loan account has not taken place yet. i got a message saying emi shall be presented on 9th april 9999. please correct this in your system as emi is not due yet.,loannumber,12014234,11249946
64411,REQUEST,SOA,Close,2017-04-05 10:11:00,"dear sir/madam, please send us statement of account forloan account no. loannumber . &",loan account no. loannumber .,12002279,0
64415,QUERY,TDSREIMBRELATED,Close,2017-04-05 10:11:00,"dear sir /mam, this is regarding my loan account no. loannumber as per the re-payment schedule of the above account no. i have paid you rs. 99,99,999.99 as interest for the fy 9999-99. i am surprised to know that no body from your office has informed / suggested us to pay the tds over the interest we have paid you. any way i have to pay the tds to the department over the interest i have paid you. now you are requested to suggest us :- 9) how much we have to deposit the tds for the complete fy 9999-99, my ca has suggested that i have to deposit 99 % of the interest paid i.e. rs. 9,99,999.99 in one go as i have not paid tds in the q-9, q-9, q-9 of fy 9999-99. you are requested to confirm this figure asap so that i can deposit this amount before 99.99.9999. 9) how will you reimburse this amount to us and in how much time period. 9) also provide us you pan. kindly do the needful and oblige. kamal kishore kaim 99999 99999",reimbursement of tds,12006195,0
64423,QUERY,TDSREIMBRELATED,Close,2017-04-05 10:11:00,dear sir pls refund the tds amount at the earliest. &,fw: tds certificate -9999-99 q9,12012226,11246336
64435,REQUEST,FORECLOSURE,Close,2017-04-05 10:11:00,"plz as per your offer plz change my tenure of my loan account and plz collect the switch fees cheque on tue, 9 may 9999 at 9:99 pm, raj mourya < EmailID > wrote: if possible plz let me know topup amt at new int rate plz on tue, 9 may 9999 at 9:99 pm, raj mourya < EmailID > wrote: respected sir in this procedure topup is posible on tue, 9 may 9999 at 99:99 am, < EmailID > wrote: 
 dear customer,",re: re: re: re:[ticketid:rf99999]plz provide lod. and foreclosure for my loan ac no : loannumber,12004540,0
64470,REQUEST,Others,Close,2017-04-05 10:55:00,"dear sir/madam, this certificate ok for us & you very mush.",fwd: finalit : loan number loannumber,12003096,11226080
64487,REQUEST,Others,Close,2017-04-05 11:15:00,"dear efl, for your mail. the current o/s of the said loan is 99.99 lakhs, where as per the terms of the loan we can repay 99% of the loan amount i.e 99 lakhs during a financial year. therefore, we are ready to repay rs. 99 lacs and the property may be swapped as per our existing proposal. kindly, send us the list of documents required for swapping of the property and for making a part payment. kindly do the needful on priority as we are already in a dialogue to sell the existing mortgage property. regards, jaiwant giri synergy grp. of companies ph - 9999999999 re:re:[ticketid:rf99999]fw: regarding loan a/c no - loannumber dear customer,",re: re:[ticketid:rf99999]fw: regarding loan a/c no - loannumber,12004189,0
64516,REQUEST,FORECLOSURE,Close,2017-04-05 12:05:00,"to 
 customer service 
 (home loan dept) 
 edelweisis bank 
 mumbai 
 
 dear sir, 
 
 
sub: request to reducer the interest rate of home loan. 
 
ref: my home loan a/c. no. loannumber 
 
 with reference to the above subject i hereby inform you to please
reduce maximum 
 interest rate of my home loan at your earliest possible. as we are
getting low rate of 
 interest from other banks as compare with your interest rate. 
 
 hope that you will consider my request and give me maximum reduce
interest rate on 
 my home loan and co-operate with me. i am expecting your favorable
reply for avoid 
 to re-think to approach with other bank for obtain
loan.",request for reduce of home loan,12001217,0
64561,REQUEST,FORECLOSURE,Close,2017-04-05 14:20:00,"i was out of town but back, you can call me anyday from today 99:99 pm sent from yahoo mail on android on wed, apr 9, 9999 at 99:99 pm, EmailID < EmailID > wrote: 
 
 
 dear sir,",re: threatening calls from your staff mr. arun tiwari and mr. gaurav mishra.,12013923,0
64564,QUERY,CHANGEOFROI,Close,2017-04-05 14:20:00,"sir, plese reduce my loan tenor my name is y nagaraj naidu sent from my samsung galaxy smartphone. reduce homeloan rate of interest sir iam your homeloan customer iam with your bank serving since 99months approx other banks offering me 9.9%, homeloan,and 9% on top up loan, sir pl reduce my homeloan interest and send me decreased loan track of my homeloan,",fwd: reduce homeloan rate of interest,12007436,0
64566,REQUEST,REPAYMENT SCHEDULE,Close,2017-04-05 14:20:00,"this schedule is incorrect. i have asked for decrease in emi while keeping the tenure same and have already received the summary for that. this one differs from the earlier one sent. isn't there any coordination within your organisation shruti on 99-apr-9999, at 99:99, < EmailID > < EmailID > wrote: 
 dear customer, ref no : loan number loannumber",re: repaysch : loan number loannumber,12001051,11220105
64584,REQUEST,FORECLOSURE,Close,2017-04-05 14:50:00,"also please not that no emi shall be honoured. sent from yahoo mail on android on wed, apr 9, 9999 at 99:99 pm, EmailID < EmailID > wrote: 
 
 
 dear sir,",re: threatening calls from your staff mr. arun tiwari and mr. gaurav mishra.,12013923,0
64586,REQUEST,FORECLOSURE,Close,2017-04-05 14:55:00,"dear sir/madam, 
 
 have still not received the force closure letter, request you to
please forward the same on priority. 
 
 & b",re: [ticketid:rf99999]re: loan number loannumber,12007884,0
64593,REQUEST,FORECLOSURE,Close,2017-04-05 15:05:00,"team need, 
 scan policy of policy attached to this home loan the policy was from bharat axa insurance. 
 
 
 
 manoj thapliyal 
 finance and accounts 
 dir: 
 +99 (99) 9999 9999 
 
 
 .",loan number loannumber -,12001289,0
